Open time,Open,High,Low,Close,Volume,Close time,Quote volume,Number of trades,Taker base volume,Taker quote volume
2024-11-24 18:00:00+00:00,247.54,250.44,247.05,249.74,112032.238,2024-11-24 18:59:59.999000+00:00,27888545.20061,99197,68379.621,17024922.28905
2024-11-24 19:00:00+00:00,249.74,249.88,247.6,248.58,73047.839,2024-11-24 19:59:59.999000+00:00,18153797.50656,80759,34098.522,8473564.2471
2024-11-24 20:00:00+00:00,248.57,254.0,248.14,250.75,126121.65,2024-11-24 20:59:59.999000+00:00,31581265.29746,88948,82789.371,20742227.43948
2024-11-24 21:00:00+00:00,250.75,251.48,249.5,251.0,82590.683,2024-11-24 21:59:59.999000+00:00,20670813.32039,67657,44387.016,11109546.96658
2024-11-24 22:00:00+00:00,250.99,253.47,250.71,253.47,116404.132,2024-11-24 22:59:59.999000+00:00,29346676.63122,66123,65018.973,16391958.62554
2024-11-24 23:00:00+00:00,253.46,254.76,252.32,252.73,147677.423,2024-11-24 23:59:59.999000+00:00,37467893.55702,123595,70077.899,17781711.45614
2024-11-25 00:00:00+00:00,252.74,253.18,250.5,251.06,103367.962,2024-11-25 00:59:59.999000+00:00,26035020.96327,133687,48464.939,12209954.42347
2024-11-25 01:00:00+00:00,251.06,251.4,245.7,248.55,133506.676,2024-11-25 01:59:59.999000+00:00,33146564.12523,133331,58671.927,14567549.8878
2024-11-25 02:00:00+00:00,248.55,251.57,248.39,249.97,94534.588,2024-11-25 02:59:59.999000+00:00,23685950.99108,52356,52868.035,13247978.88875
2024-11-25 03:00:00+00:00,249.98,252.86,249.73,252.46,90616.912,2024-11-25 03:59:59.999000+00:00,22789027.40095,43065,54763.552,13775831.13189
2024-11-25 04:00:00+00:00,252.45,253.82,251.89,252.38,122177.933,2024-11-25 04:59:59.999000+00:00,30887046.59774,59384,64947.576,16424862.91772
2024-11-25 05:00:00+00:00,252.38,254.05,252.35,253.19,93829.629,2024-11-25 05:59:59.999000+00:00,23778221.5978,45016,49798.975,12619611.62706
2024-11-25 06:00:00+00:00,253.19,253.96,251.66,251.91,115642.911,2024-11-25 06:59:59.999000+00:00,29251297.87669,42524,62927.577,15919244.67758
2024-11-25 07:00:00+00:00,251.91,254.06,251.65,253.28,97131.446,2024-11-25 07:59:59.999000+00:00,24560459.03419,49168,50497.943,12770254.68252
2024-11-25 08:00:00+00:00,253.28,255.2,253.04,254.75,112309.408,2024-11-25 08:59:59.999000+00:00,28569545.13179,52048,57449.31,14616405.56308
2024-11-25 09:00:00+00:00,254.76,256.7,254.56,254.83,155039.723,2024-11-25 09:59:59.999000+00:00,39618232.71462,77365,89275.496,22818032.0264
2024-11-25 10:00:00+00:00,254.83,255.67,253.09,253.9,132508.458,2024-11-25 10:59:59.999000+00:00,33673902.42187,64512,63306.926,16088165.45927
2024-11-25 11:00:00+00:00,253.9,253.95,251.26,252.17,112417.776,2024-11-25 11:59:59.999000+00:00,28416162.09799,64285,51257.341,12960828.61431
2024-11-25 12:00:00+00:00,252.17,252.55,250.2,251.11,112703.564,2024-11-25 12:59:59.999000+00:00,28313111.06557,61880,55161.803,13861158.48909
2024-11-25 13:00:00+00:00,251.1,251.74,246.58,248.05,255061.372,2024-11-25 13:59:59.999000+00:00,63423763.65028,111842,127871.403,31790473.21609
2024-11-25 14:00:00+00:00,248.05,248.98,242.01,242.06,363906.363,2024-11-25 14:59:59.999000+00:00,89376837.29666,139952,147052.306,36137627.10031
2024-11-25 15:00:00+00:00,242.06,247.37,235.04,244.97,769568.448,2024-11-25 15:59:59.999000+00:00,185692479.97478,263914,369602.174,89257501.3001
2024-11-25 16:00:00+00:00,244.97,246.13,241.41,243.01,266329.107,2024-11-25 16:59:59.999000+00:00,64830483.10368,148060,136352.701,33200365.19857
2024-11-25 17:00:00+00:00,243.02,243.06,237.26,239.92,324819.142,2024-11-25 17:59:59.999000+00:00,77864492.50993,155537,165376.08,39644355.28565
2024-11-25 18:00:00+00:00,239.93,242.1,238.76,239.94,143514.798,2024-11-25 18:59:59.999000+00:00,34516832.0829,91857,80137.55,19280188.73271
2024-11-25 19:00:00+00:00,239.94,241.0,237.59,239.65,168097.75,2024-11-25 19:59:59.999000+00:00,40255069.30411,90929,84553.099,20259610.9919
2024-11-25 20:00:00+00:00,239.65,241.15,238.43,239.91,150017.042,2024-11-25 20:59:59.999000+00:00,35977878.88128,94170,80616.533,19334737.09386
2024-11-25 21:00:00+00:00,239.91,240.81,235.37,238.67,219873.434,2024-11-25 21:59:59.999000+00:00,52181504.94035,121220,102048.907,24234119.25779
2024-11-25 22:00:00+00:00,238.67,238.67,231.21,236.75,404071.733,2024-11-25 22:59:59.999000+00:00,95007925.01442,125549,180831.753,42519796.90233
2024-11-25 23:00:00+00:00,236.74,237.87,233.71,234.18,158590.142,2024-11-25 23:59:59.999000+00:00,37396930.92292,100700,77339.353,18229756.39191
2024-11-26 00:00:00+00:00,234.18,238.78,233.57,235.42,202975.54,2024-11-26 00:59:59.999000+00:00,47996037.15218,132499,111192.432,26292278.99772
2024-11-26 01:00:00+00:00,235.42,237.94,235.33,237.5,120162.879,2024-11-26 01:59:59.999000+00:00,28486432.30531,93171,66738.153,15821066.75435
2024-11-26 02:00:00+00:00,237.49,239.62,237.09,238.74,141470.752,2024-11-26 02:59:59.999000+00:00,33721249.68598,79443,71871.42,17134185.54523
2024-11-26 03:00:00+00:00,238.75,238.88,235.99,237.45,117106.84,2024-11-26 03:59:59.999000+00:00,27781778.85801,72347,57168.115,13562369.26283
2024-11-26 04:00:00+00:00,237.44,237.89,235.91,237.2,83628.372,2024-11-26 04:59:59.999000+00:00,19820921.57804,78663,37010.319,8775350.74922
2024-11-26 05:00:00+00:00,237.19,238.75,236.51,238.72,75360.688,2024-11-26 05:59:59.999000+00:00,17916236.16457,75559,40066.547,9527169.28465
2024-11-26 06:00:00+00:00,238.72,239.66,237.72,238.31,110018.464,2024-11-26 06:59:59.999000+00:00,26269153.33093,72984,54527.469,13021364.81771
2024-11-26 07:00:00+00:00,238.32,238.35,234.97,235.73,160022.125,2024-11-26 07:59:59.999000+00:00,37844393.21982,119463,63765.814,15090633.68729
2024-11-26 08:00:00+00:00,235.72,235.89,230.83,232.65,458952.638,2024-11-26 08:59:59.999000+00:00,106654688.72179,169549,214489.271,49815126.47798
2024-11-26 09:00:00+00:00,232.65,236.6,232.29,233.98,251490.14,2024-11-26 09:59:59.999000+00:00,58976690.21285,154259,133127.387,31231207.33982
2024-11-26 10:00:00+00:00,233.98,234.83,226.94,227.0,305430.347,2024-11-26 10:59:59.999000+00:00,70308033.73884,167896,116455.387,26825982.20966
2024-11-26 11:00:00+00:00,227.01,228.5,221.8,227.73,580432.036,2024-11-26 11:59:59.999000+00:00,130728985.58382,275550,250824.519,56543915.33701
